step,lr,train_ce,val_ce,test_ce
200,0.00019999999999999998,2.7765841126441955,2.7820659702532424,2.7853047132397566
400,0.00029995230521245885,2.413316082954407,2.4172147909091266,2.4224119454775828
600,0.00029956513348678115,2.241341710090637,2.23809344336776,2.244721006317078
800,0.00029878984830514985,2.0596762776374815,2.0537690561228197,2.0611212538009687
1000,0.0002976284614908033,1.9166773200035094,1.9138578909194224,1.9284327473377738
1200,0.00029608398677989574,1.7980088412761688,1.7936948503797125,1.8094460498327496
1400,0.0002941604320010148,1.7124185919761659,1.7003911400777116,1.7190956904970367
1600,0.000291862788675082,1.6464947402477264,1.632273032556784,1.6542622917377896
1800,0.00028919701906262554,1.6008782625198363,1.57847537386109,1.596764678289812
2000,0.00028617004069203555,1.5582346498966217,1.538978838686641,1.5606943856994169
2200,0.00028278970840895095,1.5210803210735322,1.4988171654445162,1.5209786698216254
2400,0.00027906479399335873,1.504353016614914,1.4822298373418872,1.5065913750357067
2600,0.0002750049633972976,1.4837172091007234,1.4591862500298778,1.4782793587084757
2800,0.0002706207516622342,1.4618078887462616,1.4365895104982511,1.457971280310015
3000,0.0002659235355811981,1.4480326235294343,1.4203294206154762,1.4444409906037308
3200,0.00026092550417661757,1.4245974123477936,1.4034367976286495,1.4249099386716428
3400,0.00025563962707046386,1.4225986659526826,1.3971248193046644,1.4195732255800348
3600,0.0002500796208287815,1.4093959271907806,1.3816003113533109,1.4054626029396737
3800,0.0002442599133679389,1.3995339691638946,1.370001655939325,1.3932679758816544
4000,0.00023819560651496352,1.3867115795612335,1.36217159495409,1.3845699913578282
4200,0.00023190243681911525,1.3876961290836334,1.3591007792875238,1.3787258328117646
4400,0.00022539673471638958,1.3700494289398193,1.349525833746666,1.3705749738514068
4600,0.00021869538215291677,1.3664130806922912,1.3385209685239698,1.3610233680341057
4800,0.00021181576877722205,1.3477005064487457,1.335742028667712,1.3568737530490969
5000,0.00020477574681502568,1.3490672647953033,1.3285332736322435,1.3520849396489794
5200,0.00019759358474367942,1.3422238945960998,1.3213982029114315,1.3423571002610941
5400,0.00019028791988645347,1.3361848592758179,1.3150597188645021,1.3384812423458092
5600,0.00018287771004968722,1.3253061175346375,1.3108903200471114,1.333675532694426
5800,0.00017538218432830438,1.3356573581695557,1.3060330391780912,1.3280116114123115
6000,0.0001678207932073484,1.3271733283996583,1.3027636659241062,1.3240606706387175
6200,0.000160213158089023,1.3141788959503173,1.2962214756394794,1.3192735763471182
6400,0.0001525790203762109,1.3208501935005188,1.2936641924302563,1.3152064982265694
6600,0.00014493819024459877,1.3122244656085968,1.2870101998896604,1.3103996470387473
6800,0.00013731049523633886,1.3021941959857941,1.2833152270338346,1.3026216138793607
7000,0.0001297157288086469,1.2954989671707153,1.278815251179405,1.2999634003762068
7200,0.00012217359897084747,1.2956426084041595,1.2769756291616612,1.2963525391834576
7400,0.00011470367714315313,1.2824606478214264,1.2706239891307467,1.2915583446864045
7600,0.00010732534736988392,1.2912606835365295,1.2704046982723511,1.2920623413400427
7800,0.0001000577560189179,1.2823477625846862,1.2653183697803438,1.2858767983840658
8000,9.291976209789894e-05,1.284429955482483,1.2624960868726556,1.2840926298488475
8200,8.592988831612886e-05,1.283607017993927,1.258348501441098,1.2784704373934606
8400,7.910627301913563e-05,1.2791639387607574,1.254442848444623,1.2764508643889305
8600,7.246662312064495e-05,1.2757781326770783,1.2537487391166449,1.2750618488978547
8800,6.60281681540938e-05,1.2660479843616486,1.2511292584340132,1.2723968300231618
9000,5.980761556292042e-05,1.2659155189990998,1.2483359473183366,1.2694873091629277
9200,5.3821107345649675e-05,1.2690535128116607,1.2445776022299393,1.2661008059954861
9400,4.8084178168277104e-05,1.255801910161972,1.2425338028798032,1.262512111777216
9600,4.261171505264846e-05,1.2692686438560485,1.2402144239801685,1.2611933544520295
9800,3.741791874544106e-05,1.2574853241443633,1.2383124637986591,1.259139302511136
10000,3.251626686799152e-05,1.2558785200119018,1.2375646753038922,1.258073849853806
10200,2.7919478942595498e-05,1.2602690160274506,1.234922140863301,1.255922283485585
10400,2.3639483386033202e-05,1.253170895576477,1.2341871990038815,1.2544828211557189
10600,1.9687386555970975e-05,1.2527857065200805,1.2322532545765206,1.252907751856746
10800,1.6073443930562226e-05,1.2433058679103852,1.231294370037865,1.2518123501215574
11000,1.2807033496034464e-05,1.2491647124290466,1.2302566012774696,1.2506055314059867
11200,9.896631411321026e-06,1.2464552402496338,1.228740761686286,1.2495397098282712
11400,7.3497900128854596e-06,1.2492432177066803,1.2280304469134955,1.2481396373094096
11600,5.1731182168157856e-06,1.2399545013904572,1.2271560199764773,1.2476172687229636
11800,3.372264369043731e-06,1.2469208419322968,1.2268088126586656,1.2472335174354918
12000,1.951901588191429e-06,1.2462097823619842,1.2264563297183253,1.2467426643265744
12200,9.157156390807607e-07,1.2469354808330535,1.2261039915093346,1.246420751050782
12400,2.6639536837236853e-07,1.2436597764492034,1.2260008994008047,1.2463059805236163
12600,5.625727153490966e-09,1.2442615747451782,1.2259583979393094,1.2462967363464137
12633,4.86657637521759e-12,1.245717889070511,1.225958286280296,1.2462964460484054
