step,lr,train_mse,val_mse,test_mse
250,0.00025,0.163334791858991,0.16550902620951335,0.16404864120483398
500,0.00029940657709276274,0.09786283696691195,0.09828580538431804,0.09759264262517293
750,0.000296987145455455,0.055131376907229426,0.05516932185490926,0.05468164483706157
1000,0.00029273290616443475,0.04708198594550292,0.04695219643910726,0.04641148781776428
1250,0.00028669696393704127,0.04260959488650163,0.042462342580159504,0.04186085828145345
1500,0.00027895466408977724,0.04200604769090811,0.0422020792166392,0.04180098485946655
1750,0.0002696026520195791,0.038483912994464235,0.03902850437164307,0.03863007473945618
2000,0.0002587576668009479,0.03753538777430852,0.03770416005452474,0.03723756245772044
2250,0.0002465550839581982,0.036339446033040686,0.03618900374571482,0.035786327997843426
2500,0.0002331472256030736,0.03474755361676216,0.03497144738833109,0.03464168790976206
2750,0.0002187014590319023,0.03322269208729267,0.03348138173421224,0.03315600236256917
3000,0.0002033981075170793,0.03168621938675642,0.032016302744547524,0.03167624727884928
3250,0.00018742819937199787,0.031381235892573994,0.031257736523946124,0.030963365157445272
3500,0.00017099108338734903,0.030230244062840937,0.030648410161336265,0.030247140566507975
3750,0.0001542919404047646,0.03004620155940453,0.030249650796254475,0.02986413514614105
4000,0.00013753922209027244,0.027913454609612625,0.028230839292208355,0.027809616009394328
4250,0.0001209420488787832,0.027252753265202045,0.027255846897761025,0.02693812640508016
4500,0.00010470759957048439,0.026688771322369576,0.026735555728276572,0.02643232035636902
4750,8.903852516422597e-05,0.02549468173334996,0.025847126722335814,0.02557270046075185
5000,7.413041921043793e-05,0.02560786611090104,0.025542545795440675,0.02521843695640564
5250,6.016937626059692e-05,0.024835805781185626,0.02496148423353831,0.024635408600171407
5500,4.7329668890572034e-05,0.024290321643153825,0.024593716621398927,0.024266764402389528
5750,3.577157229504756e-05,0.023801990039646625,0.024117786526679993,0.02386835018793742
6000,2.5639363608123177e-05,0.023627588960031667,0.02382893780867259,0.02357685931523641
6250,1.7059520924125996e-05,0.023418056219816206,0.023652487635612486,0.023397374788920084
6500,1.0139144499853723e-05,0.023292512198289237,0.023471109867095948,0.023189051946004232
6750,4.964619846028983e-06,0.022897042023638885,0.023317577401796977,0.023069689591725666
7000,1.6005393962944368e-06,0.02301333999882142,0.023269521236419677,0.0229936492840449
7250,8.889621431395488e-08,0.02308770902454853,0.023250563542048137,0.022978676160176594
7326,1.4994939256940395e-11,0.023039480236669383,0.02325020718574524,0.02297825539112091
