step,lr,train_nll,test_nll
1000,0.0003,0.8803994297981262,0.8806695631980896
2000,0.0002536142762536405,0.862147581577301,0.863432909488678
3000,0.00014302434612185582,0.855997531414032,0.8564503430366516
4000,3.675685764502535e-05,0.8525369083881378,0.8524508189201355
4883,4.90937496988586e-11,0.8516868865489959,0.8516788541793823
