step,lr,train_nll,test_nll
1000,0.0003,0.8655833864212036,0.8652067216873169
2000,0.0002536142762536405,0.8565430402755737,0.8564717021942139
3000,0.00014302434612185582,0.8554967308044433,0.8555580910682679
4000,3.675685764502535e-05,0.8526984751224518,0.852718080997467
4883,4.90937496988586e-11,0.8516604769229889,0.8517707118988037
