step,lr,train_nll,test_nll
1000,0.0003,0.8668871915340424,0.8674348522186279
2000,0.0002536142762536405,0.8591077017784119,0.8589108773231506
3000,0.00014302434612185582,0.8544264698028564,0.8542424628257751
4000,3.675685764502535e-05,0.8526339447498321,0.8528531119346618
4883,4.90937496988586e-11,0.8516593742370605,0.8518161789894104
