step,lr,train_nll,test_nll
1000,0.0003,4.867900466918945,4.868644883728027
2000,0.0002536142762536405,4.825572166442871,4.82461506652832
3000,0.00014302434612185582,4.737221078872681,4.737061140441894
4000,3.675685764502535e-05,4.700454406738281,4.7008878570556645
4883,4.90937496988586e-11,4.697667407989502,4.698789023590088
