step,lr,train_nll,test_nll
1000,0.0003,0.8669363272190094,0.8664325015068054
2000,0.0002536142762536405,0.8560194003582001,0.8560760172843933
3000,0.00014302434612185582,0.8562740826606751,0.856357940864563
4000,3.675685764502535e-05,0.8531028163433075,0.8532835418701172
4883,4.90937496988586e-11,0.8516116452217102,0.8516921823501586
