step,lr,train_ce,val_ce,test_ce
200,0.00019999999999999998,2.4703033685684206,2.470154973250431,2.4770103028214643
400,0.00029999756927389244,2.2001799821853636,2.1922996378072557,2.196346650367401
600,0.00029997782832587506,1.8598511517047882,1.8520634146698025,1.8678867931267689
800,0.0002999382498380628,1.661038100719452,1.6453382356373143,1.6668675831278024
1000,0.0002998788390454952,1.5472706258296967,1.518261245804956,1.53936628476996
1200,0.00029979960380642674,1.47958704829216,1.4439556330681698,1.466469172395698
1400,0.000299700554601288,1.4193353652954102,1.4004396185292185,1.4220618914386085
1600,0.00029958170453129907,1.3875293612480164,1.365436912752708,1.3897998505908726
1800,0.00029944306931673685,1.3704709351062774,1.3386407486569338,1.3626797495028162
2000,0.00029928466729485585,1.3503082394599915,1.3182026176554724,1.3407100491518074
2200,0.00029910651941746227,1.3226291060447692,1.3032223891191033,1.3238540585911374
2400,0.0002989086492481432,1.3093603789806365,1.2873034290072112,1.3095394713605533
2600,0.0002986910829591495,1.2900423169136048,1.2672243168266835,1.2908204797237486
2800,0.0002984538493279343,1.2863193690776824,1.260774269048706,1.2835886619226167
3000,0.00029819697973334635,1.26715430021286,1.2487975598232328,1.2711762523915717
3200,0.0002979205081514798,1.2594983518123626,1.2411097829412074,1.2622596613717278
3400,0.0002976244711511799,1.250351083278656,1.2323760433350155,1.251859933291453
3600,0.0002973089078892063,1.2467972397804261,1.225459312775856,1.2440407201500105
3800,0.0002969738601050537,1.231663739681244,1.2140539634663754,1.234399087174847
4000,0.000296619372115431,1.2300324380397796,1.2064259782845586,1.2278010897158254
4200,0.0002962454908083994,1.215501993894577,1.2029758198361222,1.220600509189964
4400,0.0002958522656371706,1.21901975274086,1.1940470274594297,1.2150989113655348
4600,0.00029543974861356593,1.2121727347373963,1.1891158474650796,1.2100899749646998
4800,0.0002950079943011361,1.2001737833023072,1.1822753605515057,1.204005092843109
5000,0.00029455705980794487,1.1940817356109619,1.1764006752929552,1.197140415840285
5200,0.0002940870047790147,1.1904081165790559,1.1725563085259973,1.1931153674282537
5400,0.0002935978913884379,1.1927981078624725,1.1669634226493597,1.1888256141036642
5600,0.0002930897843311527,1.1878369510173798,1.1637946756475213,1.184000758391451
5800,0.0002925627508143863,1.1713680148124694,1.158942425920961,1.1782343377208975
6000,0.0002920168605487652,1.1769672095775605,1.154393143360366,1.1749463559519995
6200,0.00029145218573909434,1.170732057094574,1.151682083251538,1.1707748022997988
6400,0.00029086880107480714,1.1690863847732544,1.1475372652620424,1.1656720754507748
6600,0.0002902667837200859,1.1682564735412597,1.1455382715900704,1.16442519636604
6800,0.0002896462133036556,1.1649467647075653,1.1399171394923242,1.1570709446239131
7000,0.0002890071719082511,1.1577850341796876,1.1355100114041412,1.1546334853684481
7200,0.00028834974405976045,1.156610405445099,1.1308548389855078,1.150462853261227
7400,0.00028767401671604426,1.144057160615921,1.1300880974898053,1.148540979144217
7600,0.0002869800792554342,1.1486392557621001,1.1301803556964611,1.1493932676372007
7800,0.0002862680234649106,1.1436493575572968,1.1241362466012443,1.1419400567815647
8000,0.0002855379435279621,1.1370984971523286,1.1218006055765553,1.1412094228096628
8200,0.0002847899360121278,1.1419749557971954,1.116645002237502,1.1335173186167242
8400,0.0002840240998562243,1.1323926329612732,1.1143629309537686,1.132614952205336
8600,0.00028324053635725937,1.1323097467422485,1.1119369650184843,1.1328297636596825
8800,0.00028243934915703293,1.1319577813148498,1.1109628968745018,1.1285060794874169
9000,0.00028162064422842875,1.132609087228775,1.1069512620342299,1.1257297736616585
9200,0.00028078452986139734,1.1310452818870544,1.1088434369515139,1.1259710090386221
9400,0.00027993111664863235,1.1218869805335998,1.1012148332851046,1.121245834405017
9600,0.00027906051747094264,1.121116614341736,1.1004313835600037,1.1199017795739645
9800,0.0002781728474823215,1.1257107555866241,1.1005054755895718,1.1175064316733319
10000,0.00027726822409471517,1.119694435596466,1.0994806284355756,1.1149970949333998
10200,0.000276346766962493,1.1121163368225098,1.095797554495928,1.112720546200783
10400,0.00027540859796662044,1.106064748764038,1.0937308907827876,1.111818904778431
10600,0.00027445384119853826,1.1152831077575684,1.0926830308124702,1.1102397100726054
10800,0.0002734826229437487,1.1037824213504792,1.0912213089421432,1.107123630839683
11000,0.0002724950716651118,1.1002528727054597,1.087680778792668,1.1027840407557115
11200,0.0002714913179858539,1.0949047744274139,1.0840564872620895,1.100760863217578
11400,0.0002704714946722896,1.1006714344024657,1.0837787173881157,1.1012703641936084
11600,0.00026943573661626126,1.1019060730934143,1.0826498371059612,1.099551800740318
11800,0.00026838418081729656,1.0989014327526092,1.0810388080995068,1.0987696192163443
12000,0.00026731696636448786,1.0883246839046479,1.078276357620981,1.0963700385590749
12200,0.00026623423441809465,1.1002866923809052,1.0770439466762287,1.0964064830548699
12400,0.0002651361281908727,1.092298197746277,1.0765359267712065,1.0960734129613512
12600,0.00026402279292913076,1.1015447676181793,1.0756276098348327,1.094771867132924
12800,0.0002628943758935194,1.0937503695487976,1.0743147586734034,1.0912176919181906
13000,0.00026175102633955256,1.0869687914848327,1.070056881891841,1.089633726950822
13200,0.0002605928954978656,1.0758300006389618,1.0705733518319722,1.0875965100264577
13400,0.0002594201365542123,1.0812455415725708,1.0694853268384295,1.0872384289451595
13600,0.0002582329046292025,1.0868123710155486,1.0676844597500845,1.0849397018982974
13800,0.0002570313567577848,1.0804940283298492,1.067345172033897,1.084783684862449
14000,0.00025581565186847543,1.0792856335639953,1.063778192522694,1.081377207831263
14200,0.00025458595076233663,1.0748678505420686,1.0632027571590537,1.0800728414250516
14400,0.00025334241609170784,1.0757415056228639,1.0626112493843398,1.079591404857779
14600,0.0002520852123386915,1.0746907711029052,1.0612539287978895,1.07699622533362
14800,0.0002508145057933968,1.0737979471683503,1.0586052925644125,1.075944335792351
15000,0.0002495304645319451,1.0706538438796998,1.0580992015954322,1.075112867865636
15200,0.00024823325839423824,1.0699839472770691,1.0574584419869824,1.0753418502474985
15400,0.0002469230589614936,1.067281424999237,1.0564592140897058,1.0738670237235404
15600,0.00024560003953354935,1.0689320862293243,1.054285350598787,1.0709751271275456
15800,0.00024426437510594224,1.0684491634368896,1.0524256099663496,1.0705329503419614
16000,0.00024291624234676058,1.06913583278656,1.050510945009611,1.0680360193059788
16200,0.00024155581957327677,1.0663595616817474,1.050440658106536,1.0679061812538029
16400,0.00024018328672836104,1.0657585263252258,1.0505882360167422,1.0683128003132896
16600,0.00023879882535668065,1.0665082037448883,1.0486319260763122,1.0658536495975308
16800,0.00023740261858068684,1.0679820775985718,1.04769737161131,1.0651303025592285
17000,0.00023599485107639326,1.0547629058361054,1.0476790225261243,1.0635939305895528
17200,0.00023457570904894905,1.0616892516613006,1.0457751527628019,1.061715260224828
17400,0.00023314538020800945,1.0553831815719605,1.045225565397346,1.0611197962630519
17600,0.00023170405374290743,1.0625816941261292,1.0438930629939505,1.0600951455955792
17800,0.00023025192029762964,1.0651601374149322,1.0430520902671099,1.05857430305738
18000,0.00022878917194560011,1.0609209001064301,1.0420341334313181,1.0580313800111727
18200,0.0002273160021642746,1.0566636621952057,1.0412966272428992,1.058216885730382
18400,0.00022583260580954936,1.049564892053604,1.039382080219347,1.0550997632389922
18600,0.00022433917908998768,1.057521140575409,1.0394387570584491,1.0549328827073636
18800,0.00022283591954086734,1.0512523651123047,1.0384761757557144,1.05431974156244
19000,0.00022132302599805264,1.048499721288681,1.0367599590669032,1.0533546685133006
19200,0.00021980069857169458,1.042287665605545,1.0357319378193524,1.0527760002568654
19400,0.00021826913861976204,1.04507118165493,1.0348701975794374,1.0517963064694944
19600,0.00021672854872140852,1.034716960787773,1.0327784242000462,1.050627118389237
19800,0.00021517913265017678,1.0538541674613953,1.0350890143655647,1.0504209644682012
20000,0.00021362109534704584,1.045760840177536,1.032370123025246,1.049389872813669
20200,0.00021205464289332344,1.0441964328289033,1.0310944929173969,1.0489815996603222
20400,0.00021047998248338793,1.0442192375659942,1.031076059822096,1.0475565063258838
20600,0.0002088973223972823,1.0511294245719909,1.0292619193482888,1.0453918576476784
20800,0.00020730687197316542,1.0331267297267914,1.027988282300658,1.0450670580234596
21000,0.00020570884157962256,1.0459504842758178,1.0275681459084884,1.0426800607264728
21200,0.00020410344258784026,1.0439514815807343,1.0265461684974786,1.0439767795945272
