step,lr,train_mse,val_mse,test_mse
200,0.00019999999999999998,0.000471834784548264,0.00042005799795416266,0.00047316774725914
400,0.0002997312610773647,0.000205735229246784,0.00020134398999454623,0.00021201714116614312
600,0.000297554606712694,0.0001814841634768527,0.00017608838573902506,0.00018080668285785413
800,0.0002932221351518593,0.00015955539929564112,0.00015311366455121473,0.00015647733314174482
1000,0.00028679714510779713,0.00013114591056364588,0.00012966862943192774,0.0001316342042462731
1200,0.0002783735076180219,0.00011427251920395065,0.00011173379210628231,0.00011308132988316092
1400,0.00026807429456052705,0.0001260042317881016,0.00012433629242216492,0.00012499383592512459
1600,0.0002560499805366209,9.019676908792463e-05,8.887830666605045e-05,8.94829804151827e-05
1800,0.00024247624439173107,8.595426552346908e-05,8.36234982919202e-05,8.474034587958489e-05
2000,0.00022755140249461947,6.915694611961954e-05,6.882258458063006e-05,6.953471364051273e-05
2200,0.00021149351127557064,6.27720477496041e-05,6.25623625554991e-05,6.299324145815758e-05
2400,0.00019453718135634286,5.56398732442176e-05,5.5450481092768975e-05,5.567680537668903e-05
2600,0.00017693014981840096,5.217418565734988e-05,5.099942129824988e-05,5.127872149883346e-05
2800,0.0001589296606896241,4.650907976611052e-05,4.608119177811948e-05,4.659190645642494e-05
3000,0.00014079870653166594,4.167657152720494e-05,4.105538193305785e-05,4.144442308725874e-05
3200,0.0001228021860395073,3.841211891995044e-05,3.753646226620979e-05,3.797202192469161e-05
3400,0.00010520303379182683,3.348272366565652e-05,3.311566351013343e-05,3.3657547398682006e-05
3600,8.825837869770246e-05,3.19119597406825e-05,3.147411949943159e-05,3.1844962822188705e-05
3800,7.221578726589199e-05,2.9839085709681967e-05,2.9341420403480615e-05,2.9660090645351872e-05
4000,5.730964658365909e-05,2.7929818952543427e-05,2.7498371557819404e-05,2.7882695245683532e-05
4200,4.375773985091256e-05,2.6927870840154357e-05,2.622685298609378e-05,2.6551585423559036e-05
4400,3.175806450213562e-05,2.6043525394925382e-05,2.5301265354342334e-05,2.566199278093832e-05
4600,2.148593940429953e-05,2.451582986395806e-05,2.4243399986351672e-05,2.455770481901709e-05
4800,1.3091443395472601e-05,2.4127325559675228e-05,2.3654088760271076e-05,2.397004391241353e-05
5000,6.697222587844264e-06,2.3590540968143615e-05,2.3282810699046504e-05,2.3619675134382717e-05
5200,2.3966984711278447e-06,2.3610834796272683e-05,2.3084284872642126e-05,2.341907251816751e-05
5400,2.527029964895899e-07,2.3245400461746614e-05,2.300220628306058e-05,2.334224088620183e-05
5495,2.742773165254064e-11,2.3571966812596658e-05,2.2998208971164953e-05,2.3339052032414738e-05
