step,lr,train_mse,val_mse,test_mse
200,0.00019999999999999998,0.00048410459858132525,0.0004450850829016417,0.0004978011446920308
400,0.0002997312610773647,0.0001874789988505654,0.00017214784351050514,0.00018400971682488242
600,0.000297554606712694,0.00014340009875013493,0.00013949459323405543,0.00014438384625298733
800,0.0002932221351518593,0.00013029632609686814,0.0001272174069361592,0.00012925965182313865
1000,0.00028679714510779713,0.00011781278408307116,0.00011569245345361361,0.00011698643026069145
1200,0.0002783735076180219,9.74337752268184e-05,9.650409562957726e-05,9.748574071140452e-05
1400,0.00026807429456052705,9.404790107510052e-05,9.331427546302703e-05,9.393467520236631e-05
1600,0.0002560499805366209,9.303934275521897e-05,9.20704908573746e-05,9.301283650777556e-05
1800,0.00024247624439173107,6.83551905240165e-05,6.711281126957725e-05,6.732984514780004e-05
2000,0.00022755140249461947,5.570929897658061e-05,5.508200741711665e-05,5.5367059592919595e-05
2200,0.00021149351127557064,4.7873165385681204e-05,4.732858757382598e-05,4.7698809463657774e-05
2400,0.00019453718135634286,4.624553312169155e-05,4.581776771705005e-05,4.6168761896710336e-05
2600,0.00017693014981840096,4.1319189585919956e-05,4.0393170241837986e-05,4.0767931337045e-05
2800,0.0001589296606896241,3.415436331124511e-05,3.325327303503979e-05,3.382659402136183e-05
3000,0.00014079870653166594,3.1860630224400664e-05,3.126088929341429e-05,3.174206755251031e-05
3200,0.0001228021860395073,2.8927948642376576e-05,2.886059833558234e-05,2.920240397295195e-05
3400,0.00010520303379182683,2.670975400178577e-05,2.6211870797190137e-05,2.65976435581582e-05
3600,8.825837869770246e-05,2.45263413489738e-05,2.3954824262711387e-05,2.4451067226684906e-05
3800,7.221578726589199e-05,2.3788334783603204e-05,2.2889780666446313e-05,2.319170214997774e-05
4000,5.730964658365909e-05,2.1492680298251797e-05,2.1182644724665973e-05,2.1498591608674772e-05
4200,4.375773985091256e-05,2.0015740119561087e-05,1.9800035509185612e-05,2.0077622717839073e-05
4400,3.175806450213562e-05,1.9659077315736796e-05,1.9559519966027107e-05,1.9846780064240605e-05
4600,2.148593940429953e-05,1.886949539766647e-05,1.8543361709982325e-05,1.8841329868089154e-05
4800,1.3091443395472601e-05,1.865948233898962e-05,1.8161534006305207e-05,1.8436070769728925e-05
5000,6.697222587844264e-06,1.8181749692303128e-05,1.7816781606101856e-05,1.8121102998107247e-05
5200,2.3966984711278447e-06,1.830905957831419e-05,1.7699177492018364e-05,1.7987938421852462e-05
5400,2.527029964895899e-07,1.817817392293364e-05,1.7605381303424522e-05,1.7902689333740536e-05
5495,2.742773165254064e-11,1.7945629588211885e-05,1.7601845518749375e-05,1.789582033366473e-05
